airline_sentiment,airline_sentiment_confidence,airline,text,id,label
positive,1.0,Delta,['jetblue great flight of stairs on a mark new jet. dandy seating. beautiful plane. braggy fan of this airline business.'],26600,2
positive,1.0,Delta,"[""jetblue gr8 mint gang on flight of steps 123 to lax they ' re mintalicious truebluelove shelleyandmarcrock traveling melodic line""]",22063,2
positive,0.3519,Delta,"['jetblue if you trace me, i will be able to dm you. thanks.']",26618,2
negative,1.0,American,americanair what are we going to do about the nightmare you guys out me through yesterday? zero response from the tweet you last sent me.,12712,0
negative,0.6636,Virgin America,"virginamerica hi, i'm trying to do check-in but the website is not working. i tried 3 different browsers and the problem continues",244,0
positive,0.6741,United,"[""joined - huge kudos to the fo of dominicus ' south flt 1623 sjo - iad. handed my daughter her first pair of wings! keeping traditions alive.""]",25666,2
neutral,1.0,American,"[""americanair you ' re right. someone be up to something. ..""]",17217,1
neutral,0.66,Delta,"[""jetblue ' s new chief executive officer seeks the right balance to please rider and rampart. .. - everyday diary""]",19858,1
positive,1.0,Southwest,['southwestair thank you! !!'],21651,2
negative,1.0,American,"americanair if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.",11892,0
neutral,0.6409,Delta,jetblue let's just say idontwannalivewithoutyourlove itwasminttobe bestinclasssocial thankyou travel business,8032,1
positive,0.6631,Southwest,"[""southwestair already booked my tickets for aug 20th - thirtieth! can ' t wait for my vacation!""]",21478,2
positive,1.0,US Airways,['usairways on atomic number 75 - accommodation telephone number lisa mugil liza? in raleigh was very helpful'],24705,2
neutral,0.6686,Delta,"[""okay. rt jetblue our fleet ' atomic number 16 on fleek.""]",19337,1
negative,0.674,Delta,"jetblue it's not ideal, but it's okay. better late flight than never!",7885,0
negative,1.0,United,"united i'm saying i made the flight but with poor non-communication, unaccounted for lost time amp lots of frustrated flyers standing around",978,0
neutral,1.0,American,americanair i meant can you use the 50k bonus sign up mileage for alaska flights or only american?,13261,1
negative,1.0,US Airways,usairways so frustrating because i still have not gotten them back. why my bag was sent to ny is a mystery! shame on me this time!,9054,0
neutral,0.6809,US Airways,['usairways dish policy tell ambler or car seat. we need to bring 2 car seats and i baby carriage. should i only call for details?'],16867,1
neutral,1.0,Delta,"['every bit soon as i can, send my son home with you saturday. jetblue']",19416,1
neutral,1.0,American,['americanair your logo looks like three d glasses.'],17518,1
positive,1.0,Southwest,southwestair luv my companion pass!,4820,2
negative,0.6406,American,americanair why can't dfwairport have the capability to spread salt on a runway?!,12765,0
negative,1.0,US Airways,usairways i want to speak with someone immediately. i am shaking with rage. i offered to hate check my bag and derrick bussey treated me,9347,0
positive,0.6703,United,united worked like a charm. bag was waiting on the carousel when we got to baggage claim. welldone goodflight friendlysky,1413,2
negative,1.0,Virgin America,virginamerica i cannot even open my laptop in seat 4c and i paid a premium for this?!! let me out of here!,397,0
neutral,1.0,Virgin America,['virginamerica be there any sign up bonuses to inscribe in elevate?'],17781,1
positive,0.644,Delta,"['jetblue she be a telephone agent, pls get along! peggy be pleasant, informative and delivered.']",26946,2
positive,1.0,Delta,['jetblue thank you. we be finally at the gate.'],26566,2
positive,1.0,United,"[""joined thanks we ' ll cost in touch!""]",23077,2
neutral,1.0,Southwest,"[""southwestair my pr class would luv to cognize who ' sulfur in mission of your chirrup. how many people write your tweets? gracias""]",18962,1
negative,1.0,American,"americanair the original receipt lists my flight cost as 89ish, and doesn't reflect the use of a voucher",12907,0
neutral,0.6354,Southwest,southwestair could you tell me if any upgrades are available on a flight out of stl tomorrow morning.,6677,1
positive,0.6606,US Airways,"[""usairways excited that one ' ll equal fly from syracuse to audience in dallas on friday for the fa position - this is a destination amp dream of mine!""]",22313,2
negative,1.0,US Airways,usairways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,9193,0
negative,0.9594,Southwest,southwestair please send me a number to call to talk to a person and not be put on hold,6621,0
positive,1.0,US Airways,"['usairways thanks for the reply. on a serious notation, the pilot nailed the landing place. seriously. extolment.']",24655,2
neutral,0.6809,US Airways,"[""usairways i think it ' s oklahoma.""]",20040,1
negative,1.0,United,"united if you're going to cancelled flight flights today, do everyone a favor and get on it now. don't stall the inevitable.",2515,0
positive,1.0,Southwest,['southwestair rocks! open letter to flight attender. lt my tike be inhale. thank you.'],21439,2
neutral,1.0,United,"[""united it ' s manoeuvre by joined as information technology ' s a heathrow - newark flight""]",15283,1
positive,1.0,Southwest,southwestair amazing service by your sw stewardesses! from den to cun and from cun to atl and atl to lax. thank u!,6181,2
positive,1.0,United,"[""united real impressed indeed far. an app that ' s deserving a damn and sms update on my flight.""]",25578,2
neutral,1.0,United,"[""united what delivery table service do you use? i ' 500 same to call them myself.""]",15186,1
negative,1.0,United,united and yet we still haven't left yet and i can't watch my pre-paid directtv. firstworldproblems,2228,0
neutral,0.6529,Delta,['jetblue of track 1 am!!'],16337,1
negative,1.0,Southwest,southwestair been on hold for 30 min trying to rebook my flight you cancelled flightled. help?!,5255,0
negative,1.0,United,united pushing five hours and my time is worth nothing to you. reflight booking problems not an option unfortunately.,1665,0
negative,0.6524,Southwest,"southwestair so for an extra luggage, it cost 75????",5749,0
negative,1.0,Southwest,southwestair so i guess you can get to the airport too early! need to wait 10mins to checkin. really?,6190,0
neutral,1.0,United,['united in fact he received my embarkation passing'],14908,1
positive,0.6963,United,"[""joined don ' t experience her last public figure, only karen at your outcry centre is terrific. friendly, helpful. marvelous interpreter. kudos.""]",20955,2
negative,1.0,US Airways,usairways 45 minutes means no public transit home and an expensive cab. promises doesn't make up for it,11569,0
neutral,1.0,United,"united good morning, any first class upgrades available for ua1619 feb 25 rsw to ewr? i need 4 seats please",1267,1
neutral,0.6718,Southwest,['southwestair are v people at that place?'],15477,1
neutral,1.0,Virgin America,['virginamerica when are you fly to hawaii'],17745,1
positive,1.0,United,"[""united i was well taken attention of, thanks. i ' ve already been sent a survey asking amp ace ' ll share my positive experience despite postponement""]",23374,2
negative,1.0,US Airways,usairways patience is what my connecting flight will need. why do you guys do this to me every time i travel? every. single. time.,9302,0
positive,1.0,American,['americanair delaney and shawn at dfw testify exceptional customer service today. will merrily select alcoholics anonymous whenever potential now! thank you!'],22707,2
positive,0.693,Delta,"['jetblue thanks. still hold our trip 3 13 - 17 pound to slc to see august kids. just real frustrating. tried app, web, etc. still have a go at it u cat!']",26643,2
negative,1.0,American,"americanair our ft 1261 tus dfw w cx to lga tomorrow cancelled flighted, 4 hrs so far waiting for call back. what should we do? need to get to nyc",13673,0
negative,1.0,American,americanair reservation line won't let me speak to a representative because they are too busy. they literally disconnect you. why bother?,14252,0
positive,0.653,United,['united thnx'],25758,2
neutral,1.0,Delta,jetblue is there wifi on he plain,7440,1
negative,1.0,US Airways,usairways call volumes are high so the best answer is to hang up on me?,10814,0
positive,1.0,Delta,['jetblue keep going back and forth river with represent capable to board and and then not. merely great agent in savannah!'],24438,2
neutral,0.71,American,"americanair daughter record loc. is kybilc. she is traveling with 3 y.o. and needs to be in adjacent seats, not across isle.",12649,1
positive,0.3646,United,['united would have intercourse assistance getting there today. in ewr at once. will take any air hose and connections. thx'],23119,2
negative,1.0,Delta,talked to a jetblue manager and she offered we pay 3x's in cash what we originally paid nothanks jetblue ripoff flyunited,8349,0
negative,1.0,United,"united your bag may or may not be at the airport. unfortunately, no one at the airport is picking up the phone or responding to messages.",1290,0
neutral,0.6639,Delta,jetblue any concern about cancelled flightled flights due to the cold weather in nj saturday am? do you cancelled flight at 0 degrees?,8410,1
neutral,1.0,Southwest,southwestair if you are giving tix to destinationdragons show would appreciate one or two for laflying from phl to lax on friday,6075,1
